"Plot","Side","Quadrat","Crop","Rotation","Herbicide","Corn_weed_management","Cohort","Color","Date_begin","Date_end","Block","Crop_ID","Year","Interval","Sex","Weight"
"29","E","7","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.4944
"29","E","7","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.5105
"29","E","7","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.6929
"29","E","8","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0569
"29","E","8","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0684
"29","E","8","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0684
"29","E","8","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0974
"29","E","8","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1128
"29","E","8","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1341
"29","E","8","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1406
"29","E","8","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1512
"29","E","8","oat","4-year","low","low",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1925
"29","E","8","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0338
"29","E","8","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0343
"29","E","8","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0366
"29","E","8","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0431
"29","E","8","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0943
"29","E","8","oat","4-year","low","low",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0029
"29","E","8","oat","4-year","low","low",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0054
"29","E","8","oat","4-year","low","low",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0092
"29","E","8","oat","4-year","low","low",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0115
"29","E","8","oat","4-year","low","low",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0164
"29","E","8","oat","4-year","low","low",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0269
"29","E","8","oat","4-year","low","low",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0349
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1831
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1982
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2285
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2552
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.5833
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.7273
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0233
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0625
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0657
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.095
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1114
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1158
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.116
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1223
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1353
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1552
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1712
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1739
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2086
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2087
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2165
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2306
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2366
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2588
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2667
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.3333
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.3506
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.4388
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.5124
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.6074
"29","E","8","oat","4-year","low","low",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.6963
"29","W","1","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.2135
"29","W","1","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.2454
"29","W","1","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.3086
"29","W","1","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.5111
"29","W","1","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.5458
"29","W","1","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.5497
"29","W","1","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.7163
"29","W","1","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",1.805
"29","W","1","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.0138
"29","W","4","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0114
"29","W","4","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0139
"29","W","4","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.5598
"29","W","4","oat","4-year","conv","conv",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1295
"29","W","4","oat","4-year","conv","conv",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0339
"29","W","4","oat","4-year","conv","conv",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0368
"29","W","4","oat","4-year","conv","conv",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0437
"29","W","4","oat","4-year","conv","conv",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0561
"29","W","4","oat","4-year","conv","conv",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1201
"29","W","4","oat","4-year","conv","conv",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1453
"29","W","4","oat","4-year","conv","conv",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1495
"29","W","4","oat","4-year","conv","conv",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0489
"29","W","4","oat","4-year","conv","conv",1,"yellow",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0917
"29","W","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0334
"29","W","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0408
"29","W","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0844
"29","W","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0198
"29","W","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.031
"29","W","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0359
"29","W","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0589
"29","W","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0683
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.3008
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.124
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1381
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1481
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1546
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1603
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.178
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2062
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2422
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2912
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.3186
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.5344
"29","W","5","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.5806
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0309
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0378
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0433
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0492
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0603
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0799
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.082
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0933
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.1022
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.1055
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.1091
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0845
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.0867
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.1025
"29","W","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.1221
"29","W","5","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.0239
"29","W","5","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.002
"29","W","5","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0033
"29","W","5","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0088
"29","W","5","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.009
"29","W","5","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0134
"29","W","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0347
"29","W","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0591
"29","W","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0175
"29","W","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0248
"29","W","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0378
"29","W","7","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0474
"29","W","7","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0668
"29","W","7","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0731
"29","W","7","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.0802
"29","W","7","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1078
"29","W","7","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1373
"29","W","7","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1534
"29","W","7","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2823
"29","W","7","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.3005
"29","W","7","oat","4-year","conv","conv",5,"prism orange",2019-08-13,2019-09-26,"2","O4","2019",44,"female",0.0196
"29","W","7","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0087
"29","W","7","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0135
"29","W","8","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.0936
"29","W","8","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-26,"2","O4","2019",79,"female",0.1075
"29","W","8","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1356
"29","W","8","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.1841
"29","W","8","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.2328
"29","W","8","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.3228
"29","W","8","oat","4-year","conv","conv",1,"orange",2019-05-23,2019-09-26,"2","O4","2019",126,"female",0.3946
"29","W","8","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-26,"2","O4","2019",101,"female",0.2747
"29","W","8","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0111
"29","W","8","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0176
"29","W","8","oat","4-year","conv","conv",4,"red",2019-07-30,2019-09-26,"2","O4","2019",58,"female",0.0201
"31","E","3","corn","4-year","low","low",4,"lime green",2019-08-15,2019-09-19,"3","C4","2019",35,"female",0.0018
"31","E","4","corn","4-year","low","low",2,"orange",2019-07-16,2019-09-19,"3","C4","2019",65,"female",0.014
"31","W","2","corn","4-year","conv","conv",2,"orange",2019-07-16,2019-09-19,"3","C4","2019",65,"female",0.0142
"31","W","2","corn","4-year","conv","conv",1,"plain",2019-06-26,2019-09-19,"3","C4","2019",85,"female",2.1885
"31","W","3","corn","4-year","conv","conv",4,"lime green",2019-08-15,2019-09-19,"3","C4","2019",35,"female",0.0211
"32","E","1","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.0771
"32","E","1","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",5.6654
"32","E","2","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.0173
"32","E","2","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.0208
"32","E","2","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",4.7468
"32","E","3","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.1836
"32","E","3","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",1.824
"32","E","4","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.0423
"32","E","4","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.7075
"32","E","4","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.0221
"32","E","4","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.0504
"32","E","4","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.2873
"32","E","4","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.4939
"32","E","4","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.9069
"32","E","4","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",2.3976
"32","E","4","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",3.7418
"32","E","4","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.094
"32","E","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.0421
"32","E","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.0515
"32","E","5","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.071
"32","E","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.167
"32","E","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.1916
"32","E","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.1948
"32","E","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.2606
"32","E","5","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.2788
"32","E","5","oat","4-year","conv","conv",1,"white",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.2148
"32","E","5","oat","4-year","conv","conv",1,"white",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.4366
"32","E","5","oat","4-year","conv","conv",1,"white",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.7467
"32","E","5","oat","4-year","conv","conv",1,"white",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.0953
"32","E","5","oat","4-year","conv","conv",1,"white",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.2244
"32","E","6","oat","4-year","conv","conv",6,"bamboo green",2019-08-26,2019-09-24,"3","O4","2019",29,"female",0.0045
"32","E","6","oat","4-year","conv","conv",6,"bamboo green",2019-08-26,2019-09-24,"3","O4","2019",29,"female",0.007
"32","E","6","oat","4-year","conv","conv",4,"bamboo red",2019-07-30,2019-09-24,"3","O4","2019",56,"female",0.2133
"32","E","6","oat","4-year","conv","conv",1,"green",2019-05-23,2019-09-24,"3","O4","2019",124,"female",1.1746
"32","E","6","oat","4-year","conv","conv",1,"green",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.0941
"32","E","6","oat","4-year","conv","conv",1,"green",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.1759
"32","E","6","oat","4-year","conv","conv",1,"green",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.4658
"32","E","6","oat","4-year","conv","conv",1,"green",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.6484
"32","E","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.4428
"32","E","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.0202
"32","E","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.0459
"32","E","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.073
"32","E","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.0976
"32","E","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.0977
"32","E","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.1492
"32","E","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.1541
"32","E","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.1771
"32","E","6","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.2408
"32","E","6","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.0431
"32","E","6","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.0721
"32","E","6","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.0762
"32","E","6","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.1773
"32","E","6","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.1851
"32","E","7","oat","4-year","conv","conv",4,"bamboo red",2019-07-30,2019-09-24,"3","O4","2019",56,"female",0.0141
"32","E","7","oat","4-year","conv","conv",4,"bamboo red",2019-07-30,2019-09-24,"3","O4","2019",56,"female",0.015
"32","E","7","oat","4-year","conv","conv",4,"bamboo red",2019-07-30,2019-09-24,"3","O4","2019",56,"female",0.0312
"32","E","7","oat","4-year","conv","conv",4,"bamboo red",2019-07-30,2019-09-24,"3","O4","2019",56,"female",0.0396
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.1541
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.2353
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.253
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.304
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.361
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.4202
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.5179
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.5703
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.6065
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.6176
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.6244
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",1.0143
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.026
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.062
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.0953
"32","E","7","oat","4-year","conv","conv",3,"lime green",2019-07-09,2019-09-24,"3","O4","2019",77,"female",0.1305
"32","E","7","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.9146
"32","E","7","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.1441
"32","E","7","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.25
"32","E","7","oat","4-year","conv","conv",2,"plain",2019-06-17,2019-09-24,"3","O4","2019",99,"female",0.2697
"32","E","7","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.1516
"32","E","7","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.163
"32","E","7","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.1718
"32","E","7","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.2223
"32","E","7","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.3093
"32","E","7","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.3714
"32","E","7","oat","4-year","conv","conv",1,"teal",2019-05-23,2019-09-24,"3","O4","2019",124,"female",0.4136
